year,date,name,code,region,value,color,platform_scope,metric_context,source_type,confidence,source_url,notes
2017,2017-12-01,Grand Theft Auto V Legacy,GTAV,Steam,170316,#34D399,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/271590,Highest observed concurrent-player peak within the year
2018,2018-01-01,Grand Theft Auto V Legacy,GTAV,Steam,167754,#34D399,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/271590,Highest observed concurrent-player peak within the year
2019,2019-12-01,Grand Theft Auto V Legacy,GTAV,Steam,204137,#34D399,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/271590,Highest observed concurrent-player peak within the year
2020,2020-02-01,Grand Theft Auto V Legacy,GTAV,Steam,267360,#34D399,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/271590,Highest observed concurrent-player peak within the year
2021,2021-07-01,Grand Theft Auto V Legacy,GTAV,Steam,218784,#34D399,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/271590,Highest observed concurrent-player peak within the year
2022,2022-07-01,Grand Theft Auto V Legacy,GTAV,Steam,197328,#34D399,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/271590,Highest observed concurrent-player peak within the year
2023,2023-12-01,Grand Theft Auto V Legacy,GTAV,Steam,295651,#34D399,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/271590,Highest observed concurrent-player peak within the year
2024,2024-01-01,Grand Theft Auto V Legacy,GTAV,Steam,218773,#34D399,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/271590,Highest observed concurrent-player peak within the year
2025,2025-01-01,Grand Theft Auto V Legacy,GTAV,Steam,211328,#34D399,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/271590,Highest observed concurrent-player peak within the year
2026,2026-01-01,Grand Theft Auto V Legacy,GTAV,Steam,129542,#34D399,Steam,year-to-date peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/271590,2026 year-to-date as of 2026-06-21
2013,2013-12-01,Rust,RUST,Steam,22571,#B45309,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/252490,Highest observed concurrent-player peak within the year
2014,2014-02-01,Rust,RUST,Steam,58973,#B45309,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/252490,Highest observed concurrent-player peak within the year
2015,2015-12-01,Rust,RUST,Steam,38110,#B45309,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/252490,Highest observed concurrent-player peak within the year
2016,2016-07-01,Rust,RUST,Steam,64555,#B45309,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/252490,Highest observed concurrent-player peak within the year
2017,2017-02-01,Rust,RUST,Steam,68103,#B45309,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/252490,Highest observed concurrent-player peak within the year
2018,2018-11-01,Rust,RUST,Steam,70969,#B45309,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/252490,Highest observed concurrent-player peak within the year
2019,2019-07-01,Rust,RUST,Steam,93595,#B45309,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/252490,Highest observed concurrent-player peak within the year
2020,2020-04-01,Rust,RUST,Steam,125415,#B45309,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/252490,Highest observed concurrent-player peak within the year
2021,2021-01-01,Rust,RUST,Steam,244394,#B45309,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/252490,Highest observed concurrent-player peak within the year
2022,2022-06-01,Rust,RUST,Steam,165120,#B45309,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/252490,Highest observed concurrent-player peak within the year
2023,2023-07-01,Rust,RUST,Steam,182335,#B45309,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/252490,Highest observed concurrent-player peak within the year
2024,2024-12-01,Rust,RUST,Steam,191133,#B45309,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/252490,Highest observed concurrent-player peak within the year
2025,2025-01-01,Rust,RUST,Steam,259646,#B45309,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/252490,Highest observed concurrent-player peak within the year
2026,2026-01-01,Rust,RUST,Steam,246562,#B45309,Steam,year-to-date peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/252490,2026 year-to-date as of 2026-06-21
2019,2019-10-01,Destiny 2,DESTINY2,Steam,292314,#E5E7EB,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/1085660,Highest observed concurrent-player peak within the year
2020,2020-11-01,Destiny 2,DESTINY2,Steam,241843,#E5E7EB,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/1085660,Highest observed concurrent-player peak within the year
2021,2021-05-01,Destiny 2,DESTINY2,Steam,187504,#E5E7EB,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/1085660,Highest observed concurrent-player peak within the year
2022,2022-02-01,Destiny 2,DESTINY2,Steam,289895,#E5E7EB,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/1085660,Highest observed concurrent-player peak within the year
2023,2023-02-01,Destiny 2,DESTINY2,Steam,316651,#E5E7EB,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/1085660,Highest observed concurrent-player peak within the year
2024,2024-06-01,Destiny 2,DESTINY2,Steam,314379,#E5E7EB,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/1085660,Highest observed concurrent-player peak within the year
2025,2025-07-01,Destiny 2,DESTINY2,Steam,108362,#E5E7EB,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/1085660,Highest observed concurrent-player peak within the year
2026,2026-06-21,Destiny 2,DESTINY2,Steam,167867,#E5E7EB,Steam,year-to-date peak concurrent players,steamcharts_current_peak,high,https://steamcharts.com/app/1085660,2026 year-to-date current Last 30 Days peak as of 2026-06-21
2013,2013-10-01,Path of Exile,POE,Steam,34371,#7C2D12,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/238960,Highest observed concurrent-player peak within the year
2014,2014-08-01,Path of Exile,POE,Steam,24493,#7C2D12,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/238960,Highest observed concurrent-player peak within the year
2015,2015-07-01,Path of Exile,POE,Steam,32284,#7C2D12,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/238960,Highest observed concurrent-player peak within the year
2016,2016-12-01,Path of Exile,POE,Steam,46807,#7C2D12,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/238960,Highest observed concurrent-player peak within the year
2017,2017-08-01,Path of Exile,POE,Steam,98110,#7C2D12,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/238960,Highest observed concurrent-player peak within the year
2018,2018-12-01,Path of Exile,POE,Steam,123462,#7C2D12,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/238960,Highest observed concurrent-player peak within the year
2019,2019-12-01,Path of Exile,POE,Steam,117757,#7C2D12,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/238960,Highest observed concurrent-player peak within the year
2020,2020-03-01,Path of Exile,POE,Steam,132508,#7C2D12,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/238960,Highest observed concurrent-player peak within the year
2021,2021-01-01,Path of Exile,POE,Steam,157091,#7C2D12,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/238960,Highest observed concurrent-player peak within the year
2022,2022-02-01,Path of Exile,POE,Steam,158140,#7C2D12,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/238960,Highest observed concurrent-player peak within the year
2023,2023-04-01,Path of Exile,POE,Steam,209526,#7C2D12,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/238960,Highest observed concurrent-player peak within the year
2024,2024-07-01,Path of Exile,POE,Steam,228398,#7C2D12,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/238960,Highest observed concurrent-player peak within the year
2025,2025-10-01,Path of Exile,POE,Steam,184633,#7C2D12,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/238960,Highest observed concurrent-player peak within the year
2026,2026-03-01,Path of Exile,POE,Steam,184284,#7C2D12,Steam,year-to-date peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/238960,2026 year-to-date as of 2026-06-21
2015,2015-08-01,ARK: Survival Evolved,ARK,Steam,84838,#84CC16,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/346110,Highest observed concurrent-player peak within the year
2016,2016-05-01,ARK: Survival Evolved,ARK,Steam,78089,#84CC16,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/346110,Highest observed concurrent-player peak within the year
2017,2017-02-01,ARK: Survival Evolved,ARK,Steam,100723,#84CC16,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/346110,Highest observed concurrent-player peak within the year
2018,2018-11-01,ARK: Survival Evolved,ARK,Steam,106170,#84CC16,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/346110,Highest observed concurrent-player peak within the year
2019,2019-06-01,ARK: Survival Evolved,ARK,Steam,83446,#84CC16,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/346110,Highest observed concurrent-player peak within the year
2020,2020-03-01,ARK: Survival Evolved,ARK,Steam,157355,#84CC16,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/346110,Highest observed concurrent-player peak within the year
2021,2021-06-01,ARK: Survival Evolved,ARK,Steam,147475,#84CC16,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/346110,Highest observed concurrent-player peak within the year
2022,2022-06-01,ARK: Survival Evolved,ARK,Steam,247292,#84CC16,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/346110,Highest observed concurrent-player peak within the year
2023,2023-08-01,ARK: Survival Evolved,ARK,Steam,94570,#84CC16,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/346110,Highest observed concurrent-player peak within the year
2024,2024-01-01,ARK: Survival Evolved,ARK,Steam,41787,#84CC16,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/346110,Highest observed concurrent-player peak within the year
2025,2025-06-01,ARK: Survival Evolved,ARK,Steam,65286,#84CC16,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/346110,Highest observed concurrent-player peak within the year
2026,2026-01-01,ARK: Survival Evolved,ARK,Steam,37546,#84CC16,Steam,year-to-date peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/346110,2026 year-to-date as of 2026-06-21
2016,2016-11-01,Tom Clancy's Rainbow Six Siege,R6S,Steam,42265,#38BDF8,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/359550,Highest observed concurrent-player peak within the year
2017,2017-12-01,Tom Clancy's Rainbow Six Siege,R6S,Steam,100433,#38BDF8,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/359550,Highest observed concurrent-player peak within the year
2018,2018-03-01,Tom Clancy's Rainbow Six Siege,R6S,Steam,176208,#38BDF8,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/359550,Highest observed concurrent-player peak within the year
2019,2019-09-01,Tom Clancy's Rainbow Six Siege,R6S,Steam,148365,#38BDF8,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/359550,Highest observed concurrent-player peak within the year
2020,2020-03-01,Tom Clancy's Rainbow Six Siege,R6S,Steam,198567,#38BDF8,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/359550,Highest observed concurrent-player peak within the year
2021,2021-03-01,Tom Clancy's Rainbow Six Siege,R6S,Steam,199830,#38BDF8,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/359550,Highest observed concurrent-player peak within the year
2022,2022-03-01,Tom Clancy's Rainbow Six Siege,R6S,Steam,108630,#38BDF8,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/359550,Highest observed concurrent-player peak within the year
2023,2023-03-01,Tom Clancy's Rainbow Six Siege,R6S,Steam,95149,#38BDF8,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/359550,Highest observed concurrent-player peak within the year
2024,2024-03-01,Tom Clancy's Rainbow Six Siege,R6S,Steam,200476,#38BDF8,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/359550,Highest observed concurrent-player peak within the year
2025,2025-03-01,Tom Clancy's Rainbow Six Siege,R6S,Steam,145490,#38BDF8,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/359550,Highest observed concurrent-player peak within the year
2026,2026-03-01,Tom Clancy's Rainbow Six Siege,R6S,Steam,138483,#38BDF8,Steam,year-to-date peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/359550,2026 year-to-date as of 2026-06-21
2014,2014-07-01,Unturned,UNTURNED,Steam,62450,#22C55E,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/304930,Highest observed concurrent-player peak within the year
2015,2015-10-01,Unturned,UNTURNED,Steam,36178,#22C55E,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/304930,Highest observed concurrent-player peak within the year
2016,2016-08-01,Unturned,UNTURNED,Steam,55141,#22C55E,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/304930,Highest observed concurrent-player peak within the year
2017,2017-02-01,Unturned,UNTURNED,Steam,42677,#22C55E,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/304930,Highest observed concurrent-player peak within the year
2018,2018-12-01,Unturned,UNTURNED,Steam,36913,#22C55E,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/304930,Highest observed concurrent-player peak within the year
2019,2019-10-01,Unturned,UNTURNED,Steam,47500,#22C55E,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/304930,Highest observed concurrent-player peak within the year
2020,2020-03-01,Unturned,UNTURNED,Steam,42396,#22C55E,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/304930,Highest observed concurrent-player peak within the year
2021,2021-12-01,Unturned,UNTURNED,Steam,70692,#22C55E,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/304930,Highest observed concurrent-player peak within the year
2022,2022-10-01,Unturned,UNTURNED,Steam,92850,#22C55E,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/304930,Highest observed concurrent-player peak within the year
2023,2023-01-01,Unturned,UNTURNED,Steam,112648,#22C55E,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/304930,Highest observed concurrent-player peak within the year
2024,2024-05-01,Unturned,UNTURNED,Steam,68749,#22C55E,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/304930,Highest observed concurrent-player peak within the year
2025,2025-03-01,Unturned,UNTURNED,Steam,34966,#22C55E,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/304930,Highest observed concurrent-player peak within the year
2026,2026-05-01,Unturned,UNTURNED,Steam,27544,#22C55E,Steam,year-to-date peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/304930,2026 year-to-date as of 2026-06-21
2013,2013-08-01,PAYDAY 2,PAYDAY2,Steam,57346,#2563EB,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/218620,Highest observed concurrent-player peak within the year
2014,2014-10-01,PAYDAY 2,PAYDAY2,Steam,72242,#2563EB,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/218620,Highest observed concurrent-player peak within the year
2015,2015-03-01,PAYDAY 2,PAYDAY2,Steam,81105,#2563EB,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/218620,Highest observed concurrent-player peak within the year
2016,2016-06-01,PAYDAY 2,PAYDAY2,Steam,43415,#2563EB,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/218620,Highest observed concurrent-player peak within the year
2017,2017-06-01,PAYDAY 2,PAYDAY2,Steam,247628,#2563EB,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/218620,Highest observed concurrent-player peak within the year
2018,2018-04-01,PAYDAY 2,PAYDAY2,Steam,90893,#2563EB,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/218620,Highest observed concurrent-player peak within the year
2019,2019-11-01,PAYDAY 2,PAYDAY2,Steam,56187,#2563EB,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/218620,Highest observed concurrent-player peak within the year
2020,2020-05-01,PAYDAY 2,PAYDAY2,Steam,61728,#2563EB,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/218620,Highest observed concurrent-player peak within the year
2021,2021-12-01,PAYDAY 2,PAYDAY2,Steam,61808,#2563EB,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/218620,Highest observed concurrent-player peak within the year
2022,2022-12-01,PAYDAY 2,PAYDAY2,Steam,72662,#2563EB,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/218620,Highest observed concurrent-player peak within the year
2023,2023-04-01,PAYDAY 2,PAYDAY2,Steam,69634,#2563EB,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/218620,Highest observed concurrent-player peak within the year
2024,2024-06-01,PAYDAY 2,PAYDAY2,Steam,49489,#2563EB,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/218620,Highest observed concurrent-player peak within the year
2025,2025-06-01,PAYDAY 2,PAYDAY2,Steam,42341,#2563EB,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/218620,Highest observed concurrent-player peak within the year
2026,2026-05-01,PAYDAY 2,PAYDAY2,Steam,36506,#2563EB,Steam,year-to-date peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/218620,2026 year-to-date as of 2026-06-21
2015,2015-12-01,Rocket League,ROCKETLEAGUE,Steam,44875,#0EA5E9,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/252950,Highest observed concurrent-player peak within the year
2016,2016-04-01,Rocket League,ROCKETLEAGUE,Steam,102684,#0EA5E9,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/252950,Highest observed concurrent-player peak within the year
2017,2017-05-01,Rocket League,ROCKETLEAGUE,Steam,82254,#0EA5E9,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/252950,Highest observed concurrent-player peak within the year
2018,2018-07-01,Rocket League,ROCKETLEAGUE,Steam,82303,#0EA5E9,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/252950,Highest observed concurrent-player peak within the year
2019,2019-12-01,Rocket League,ROCKETLEAGUE,Steam,80213,#0EA5E9,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/252950,Highest observed concurrent-player peak within the year
2020,2020-09-01,Rocket League,ROCKETLEAGUE,Steam,146902,#0EA5E9,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/252950,Highest observed concurrent-player peak within the year
2021,2021-01-01,Rocket League,ROCKETLEAGUE,Steam,112482,#0EA5E9,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/252950,Highest observed concurrent-player peak within the year
2022,2022-01-01,Rocket League,ROCKETLEAGUE,Steam,54482,#0EA5E9,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/252950,Highest observed concurrent-player peak within the year
2023,2023-03-01,Rocket League,ROCKETLEAGUE,Steam,51401,#0EA5E9,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/252950,Highest observed concurrent-player peak within the year
2024,2024-03-01,Rocket League,ROCKETLEAGUE,Steam,39485,#0EA5E9,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/252950,Highest observed concurrent-player peak within the year
2025,2025-03-01,Rocket League,ROCKETLEAGUE,Steam,35847,#0EA5E9,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/252950,Highest observed concurrent-player peak within the year
2026,2026-03-01,Rocket League,ROCKETLEAGUE,Steam,40982,#0EA5E9,Steam,year-to-date peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/252950,2026 year-to-date as of 2026-06-21
2020,2020-09-01,Among Us,AMONGUS,Steam,438524,#EF4444,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/945360,Highest observed concurrent-player peak within the year
2021,2021-03-01,Among Us,AMONGUS,Steam,130138,#EF4444,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/945360,Highest observed concurrent-player peak within the year
2022,2022-01-01,Among Us,AMONGUS,Steam,19495,#EF4444,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/945360,Highest observed concurrent-player peak within the year
2023,2023-10-01,Among Us,AMONGUS,Steam,13863,#EF4444,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/945360,Highest observed concurrent-player peak within the year
2024,2024-12-01,Among Us,AMONGUS,Steam,13999,#EF4444,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/945360,Highest observed concurrent-player peak within the year
2025,2025-12-01,Among Us,AMONGUS,Steam,16135,#EF4444,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/945360,Highest observed concurrent-player peak within the year
2026,2026-04-01,Among Us,AMONGUS,Steam,20102,#EF4444,Steam,year-to-date peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/945360,2026 year-to-date as of 2026-06-21
2021,2021-12-01,Goose Goose Duck,GGOOSE,Steam,5847,#FACC15,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/1568590,Highest observed concurrent-player peak within the year
2022,2022-12-01,Goose Goose Duck,GGOOSE,Steam,414978,#FACC15,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/1568590,Highest observed concurrent-player peak within the year
2023,2023-01-01,Goose Goose Duck,GGOOSE,Steam,701898,#FACC15,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/1568590,Highest observed concurrent-player peak within the year
2024,2024-01-01,Goose Goose Duck,GGOOSE,Steam,39356,#FACC15,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/1568590,Highest observed concurrent-player peak within the year
2025,2025-01-01,Goose Goose Duck,GGOOSE,Steam,32212,#FACC15,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/1568590,Highest observed concurrent-player peak within the year
2026,2026-01-01,Goose Goose Duck,GGOOSE,Steam,33338,#FACC15,Steam,year-to-date peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/1568590,2026 year-to-date as of 2026-06-21
2021,2021-12-01,NARAKA: BLADEPOINT,NARAKA,Steam,186707,#A855F7,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/1203220,Highest observed concurrent-player peak within the year
2022,2022-11-01,NARAKA: BLADEPOINT,NARAKA,Steam,166259,#A855F7,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/1203220,Highest observed concurrent-player peak within the year
2023,2023-10-01,NARAKA: BLADEPOINT,NARAKA,Steam,295419,#A855F7,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/1203220,Highest observed concurrent-player peak within the year
2024,2024-07-01,NARAKA: BLADEPOINT,NARAKA,Steam,385770,#A855F7,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/1203220,Highest observed concurrent-player peak within the year
2025,2025-01-01,NARAKA: BLADEPOINT,NARAKA,Steam,239741,#A855F7,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/1203220,Highest observed concurrent-player peak within the year
2026,2026-01-01,NARAKA: BLADEPOINT,NARAKA,Steam,116200,#A855F7,Steam,year-to-date peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/1203220,2026 year-to-date as of 2026-06-21
2024,2024-02-01,HELLDIVERS 2,HELLDIVERS2,Steam,458208,#FDE047,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/553850,Highest observed concurrent-player peak within the year
2025,2025-09-01,HELLDIVERS 2,HELLDIVERS2,Steam,177327,#FDE047,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/553850,Highest observed concurrent-player peak within the year
2026,2026-02-01,HELLDIVERS 2,HELLDIVERS2,Steam,171120,#FDE047,Steam,year-to-date peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/553850,2026 year-to-date as of 2026-06-21
2024,2024-07-01,Once Human,ONCEHUMAN,Steam,231343,#10B981,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/2139460,Highest observed concurrent-player peak within the year
2025,2025-05-01,Once Human,ONCEHUMAN,Steam,58733,#10B981,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/2139460,Highest observed concurrent-player peak within the year
2026,2026-01-01,Once Human,ONCEHUMAN,Steam,24093,#10B981,Steam,year-to-date peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/2139460,2026 year-to-date as of 2026-06-21
2024,2024-07-01,The First Descendant,FIRSTDESC,Steam,264860,#EC4899,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/2074920,Highest observed concurrent-player peak within the year
2025,2025-03-01,The First Descendant,FIRSTDESC,Steam,23272,#EC4899,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/2074920,Highest observed concurrent-player peak within the year
2026,2026-02-01,The First Descendant,FIRSTDESC,Steam,13925,#EC4899,Steam,year-to-date peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/2074920,2026 year-to-date as of 2026-06-21
2022,2022-11-01,Call of Duty,COD,Steam,488897,#9CA3AF,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/1938090,Highest observed concurrent-player peak within the year
2023,2023-11-01,Call of Duty,COD,Steam,190273,#9CA3AF,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/1938090,Highest observed concurrent-player peak within the year
2024,2024-11-01,Call of Duty,COD,Steam,313313,#9CA3AF,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/1938090,Highest observed concurrent-player peak within the year
